nose_x,nose_y,neck_x,neck_y,Rshoulder_x,Rshoulder_y,Relbow_x ,Relbow_y,Rwrist_x,RWrist_y ,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y ,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y ,REye_x,REye_y,LEye_x,LEye_y ,REar_x,REar_y,LEar_x,Lear_y,class
0.27,0.11,0.27,0.15,0.26,0.15,0.24,0.11,0.25,0.07,0.29,0.15,0.3,0.1,0.29,0.06,0.26,0.27,0.24,0.36,0.24,0.44,0.29,0.27,0.31,0.36,0.31,0.44,0.27,0.11,0.27,0.11,0.26,0.12,0.28,0.12,1
0.27,0.1,0.27,0.15,0.26,0.15,0.23,0.11,0.24,0.06,0.29,0.14,0.31,0.1,0.31,0.06,0.26,0.26,0.24,0.35,0.24,0.42,0.29,0.26,0.3,0.35,0.31,0.42,0.27,0.1,0.27,0.1,0.26,0.11,0.28,0.11,1
0.27,0.09,0.27,0.14,0.26,0.14,0.23,0.11,0.23,0.06,0.29,0.13,0.32,0.1,0.32,0.06,0.26,0.25,0.25,0.34,0.24,0.42,0.29,0.25,0.3,0.34,0.31,0.42,0.27,0.09,0.27,0.09,0.26,0.1,0.28,0.1,1
0.27,0.08,0.27,0.13,0.26,0.13,0.23,0.12,0.21,0.08,0.29,0.13,0.32,0.11,0.34,0.06,0.26,0.24,0.26,0.33,0.24,0.41,0.29,0.24,0.29,0.33,0.31,0.41,0.27,0.08,0.27,0.08,0.26,0.09,0.28,0.09,1
0.27,0.08,0.27,0.12,0.26,0.12,0.23,0.13,0.2,0.1,0.29,0.12,0.32,0.12,0.34,0.09,0.26,0.23,0.26,0.33,0.25,0.4,0.29,0.23,0.29,0.33,0.3,0.41,0.27,0.07,0.27,0.07,0.26,0.08,0.28,0.09,1
0.27,0.07,0.27,0.12,0.26,0.12,0.23,0.14,0.21,0.14,0.29,0.12,0.32,0.13,0.35,0.11,0.26,0.23,0.26,0.32,0.25,0.4,0.29,0.22,0.29,0.32,0.3,0.41,0.27,0.07,0.27,0.07,0.26,0.08,0.28,0.08,1
0.27,0.07,0.27,0.12,0.26,0.12,0.23,0.16,0.21,0.17,0.29,0.12,0.32,0.15,0.34,0.15,0.26,0.22,0.26,0.32,0.26,0.41,0.29,0.22,0.29,0.32,0.29,0.41,0.27,0.07,0.27,0.07,0.26,0.08,0.28,0.08,1
0.27,0.07,0.27,0.12,0.26,0.13,0.24,0.17,0.23,0.2,0.29,0.12,0.31,0.16,0.33,0.19,0.26,0.23,0.26,0.33,0.26,0.41,0.28,0.23,0.29,0.33,0.29,0.41,0.27,0.07,0.27,0.07,0.26,0.08,0.28,0.08,1
0.27,0.08,0.27,0.13,0.26,0.13,0.24,0.19,0.24,0.23,0.29,0.13,0.3,0.19,0.32,0.22,0.26,0.24,0.26,0.34,0.27,0.42,0.28,0.24,0.28,0.34,0.28,0.42,0.27,0.07,0.27,0.07,0.26,0.09,0.28,0.09,1
0.27,0.09,0.27,0.14,0.26,0.14,0.25,0.21,0.24,0.26,0.29,0.14,0.3,0.2,0.31,0.25,0.26,0.25,0.27,0.35,0.27,0.44,0.29,0.25,0.28,0.35,0.28,0.44,0.27,0.08,0.27,0.08,0.26,0.1,0.28,0.1,1
0.27,0.1,0.27,0.15,0.26,0.15,0.25,0.22,0.25,0.26,0.29,0.15,0.29,0.21,0.3,0.26,0.26,0.26,0.27,0.35,0.27,0.44,0.29,0.26,0.28,0.35,0.28,0.44,0.27,0.09,0.27,0.09,0.26,0.11,0.28,0.11,1
0.27,0.11,0.27,0.16,0.26,0.16,0.25,0.22,0.25,0.27,0.29,0.16,0.29,0.22,0.3,0.26,0.26,0.26,0.27,0.36,0.27,0.44,0.29,0.26,0.28,0.35,0.28,0.44,0.27,0.1,0.27,0.1,0.26,0.11,0.28,0.11,1
0.27,0.1,0.27,0.16,0.26,0.16,0.25,0.22,0.24,0.25,0.29,0.16,0.3,0.22,0.31,0.26,0.26,0.26,0.27,0.35,0.27,0.44,0.29,0.26,0.28,0.35,0.28,0.44,0.27,0.1,0.27,0.1,0.26,0.11,0.28,0.11,1
0.27,0.09,0.27,0.15,0.26,0.15,0.24,0.2,0.23,0.24,0.29,0.15,0.3,0.2,0.31,0.24,0.26,0.25,0.26,0.35,0.27,0.44,0.29,0.25,0.28,0.34,0.28,0.42,0.27,0.09,0.27,0.09,0.26,0.1,0.28,0.1,1
0.27,0.08,0.27,0.14,0.26,0.14,0.24,0.19,0.23,0.21,0.29,0.14,0.31,0.17,0.32,0.21,0.26,0.24,0.26,0.34,0.26,0.42,0.29,0.24,0.29,0.34,0.29,0.42,0.27,0.08,0.27,0.08,0.26,0.09,0.28,0.09,1
0.27,0.08,0.27,0.13,0.26,0.13,0.23,0.16,0.21,0.17,0.29,0.13,0.31,0.16,0.34,0.17,0.26,0.23,0.26,0.33,0.26,0.41,0.29,0.23,0.29,0.33,0.29,0.41,0.27,0.07,0.27,0.07,0.26,0.08,0.28,0.08,1
0.27,0.07,0.27,0.12,0.26,0.12,0.23,0.14,0.21,0.14,0.29,0.12,0.32,0.14,0.35,0.13,0.26,0.23,0.26,0.32,0.26,0.4,0.29,0.23,0.29,0.32,0.29,0.41,0.27,0.07,0.27,0.07,0.26,0.08,0.28,0.08,1
0.27,0.07,0.27,0.12,0.26,0.12,0.23,0.13,0.2,0.11,0.29,0.12,0.32,0.12,0.35,0.09,0.26,0.23,0.26,0.32,0.25,0.4,0.29,0.23,0.29,0.32,0.3,0.4,0.27,0.07,0.27,0.07,0.26,0.08,0.28,0.08,1
0.27,0.08,0.27,0.12,0.26,0.12,0.23,0.12,0.2,0.08,0.29,0.12,0.32,0.11,0.34,0.07,0.26,0.23,0.26,0.32,0.24,0.4,0.29,0.23,0.29,0.32,0.31,0.4,0.27,0.07,0.27,0.07,0.26,0.08,0.28,0.08,1
0.27,0.08,0.27,0.13,0.26,0.13,0.23,0.1,0.21,0.06,0.29,0.13,0.32,0.1,0.33,0.07,0.26,0.23,0.25,0.33,0.24,0.41,0.29,0.23,0.3,0.33,0.31,0.41,0.27,0.08,0.27,0.08,0.26,0.09,0.28,0.09,1
0.27,0.09,0.27,0.13,0.26,0.13,0.23,0.1,0.22,0.04,0.29,0.13,0.32,0.1,0.32,0.03,0.26,0.25,0.25,0.34,0.23,0.42,0.29,0.25,0.3,0.34,0.31,0.42,0.27,0.08,0.27,0.08,0.26,0.1,0.28,0.1,1
0.27,0.1,0.27,0.14,0.26,0.14,0.23,0.1,0.24,0.04,0.29,0.14,0.31,0.1,0.31,0.04,0.26,0.26,0.24,0.35,0.23,0.42,0.29,0.26,0.31,0.35,0.31,0.44,0.27,0.09,0.27,0.09,0.26,0.11,0.28,0.11,1
0.27,0.11,0.27,0.15,0.26,0.15,0.24,0.1,0.25,0.06,0.29,0.15,0.31,0.1,0.29,0.06,0.26,0.27,0.24,0.36,0.23,0.44,0.29,0.27,0.31,0.35,0.31,0.44,0.27,0.11,0.27,0.11,0.26,0.12,0.28,0.12,1
0.27,0.12,0.27,0.16,0.26,0.16,0.24,0.11,0.26,0.07,0.29,0.16,0.3,0.11,0.29,0.07,0.26,0.28,0.24,0.36,0.23,0.44,0.29,0.28,0.31,0.36,0.31,0.44,0.27,0.11,0.27,0.11,0.26,0.12,0.28,0.12,1
0.27,0.11,0.27,0.15,0.26,0.15,0.24,0.11,0.26,0.06,0.29,0.15,0.31,0.11,0.29,0.06,0.26,0.27,0.24,0.36,0.23,0.44,0.29,0.27,0.31,0.35,0.31,0.44,0.27,0.11,0.27,0.11,0.26,0.12,0.28,0.12,1
0.27,0.1,0.27,0.15,0.26,0.15,0.24,0.1,0.24,0.06,0.29,0.15,0.31,0.1,0.31,0.06,0.26,0.26,0.24,0.35,0.23,0.42,0.29,0.26,0.31,0.35,0.31,0.42,0.27,0.1,0.27,0.1,0.26,0.11,0.28,0.11,1
0.27,0.09,0.27,0.14,0.26,0.13,0.23,0.1,0.23,0.06,0.29,0.14,0.32,0.11,0.32,0.07,0.26,0.25,0.25,0.34,0.24,0.42,0.29,0.25,0.3,0.34,0.31,0.42,0.27,0.09,0.27,0.09,0.26,0.1,0.28,0.1,1
0.27,0.08,0.27,0.13,0.26,0.13,0.23,0.11,0.21,0.06,0.29,0.13,0.32,0.11,0.34,0.07,0.26,0.24,0.25,0.33,0.24,0.41,0.28,0.23,0.29,0.33,0.31,0.41,0.27,0.08,0.27,0.08,0.26,0.09,0.28,0.09,1
0.27,0.08,0.27,0.12,0.26,0.12,0.23,0.12,0.2,0.08,0.29,0.12,0.32,0.12,0.34,0.09,0.26,0.23,0.26,0.33,0.24,0.4,0.28,0.23,0.29,0.33,0.3,0.4,0.27,0.07,0.27,0.07,0.26,0.08,0.28,0.09,1
0.27,0.07,0.27,0.12,0.26,0.12,0.23,0.13,0.2,0.12,0.29,0.12,0.32,0.13,0.35,0.12,0.26,0.22,0.26,0.32,0.25,0.4,0.28,0.22,0.29,0.32,0.29,0.41,0.27,0.07,0.27,0.07,0.26,0.08,0.28,0.08,1
0.27,0.07,0.27,0.12,0.26,0.12,0.23,0.15,0.21,0.15,0.29,0.12,0.32,0.15,0.34,0.15,0.26,0.22,0.26,0.32,0.26,0.41,0.28,0.22,0.29,0.32,0.29,0.41,0.27,0.06,0.27,0.07,0.26,0.08,0.28,0.08,1
0.27,0.07,0.27,0.12,0.25,0.12,0.24,0.16,0.22,0.19,0.29,0.12,0.31,0.16,0.33,0.19,0.26,0.23,0.26,0.33,0.26,0.41,0.28,0.23,0.28,0.33,0.29,0.41,0.27,0.07,0.27,0.07,0.26,0.08,0.28,0.08,1
0.27,0.08,0.27,0.13,0.26,0.13,0.24,0.19,0.23,0.22,0.29,0.13,0.3,0.19,0.32,0.23,0.26,0.24,0.26,0.33,0.26,0.42,0.28,0.24,0.28,0.33,0.28,0.42,0.27,0.07,0.27,0.07,0.26,0.09,0.28,0.09,1
0.27,0.08,0.27,0.14,0.26,0.14,0.25,0.2,0.24,0.25,0.29,0.14,0.29,0.2,0.31,0.25,0.26,0.25,0.26,0.34,0.26,0.42,0.28,0.25,0.28,0.35,0.28,0.42,0.27,0.08,0.27,0.08,0.26,0.09,0.28,0.09,1
0.27,0.09,0.27,0.15,0.26,0.15,0.25,0.22,0.25,0.26,0.29,0.15,0.29,0.21,0.29,0.27,0.26,0.26,0.26,0.35,0.27,0.44,0.28,0.26,0.28,0.35,0.28,0.44,0.27,0.09,0.27,0.09,0.26,0.1,0.28,0.1,1
0.27,0.1,0.27,0.16,0.26,0.16,0.25,0.22,0.24,0.27,0.29,0.16,0.29,0.22,0.3,0.27,0.26,0.26,0.26,0.36,0.27,0.44,0.28,0.26,0.28,0.36,0.28,0.44,0.27,0.1,0.27,0.1,0.26,0.11,0.28,0.11,1
0.27,0.1,0.27,0.16,0.26,0.15,0.24,0.21,0.24,0.25,0.29,0.16,0.29,0.21,0.3,0.25,0.26,0.26,0.26,0.35,0.26,0.44,0.28,0.26,0.28,0.36,0.28,0.44,0.27,0.1,0.27,0.1,0.26,0.11,0.28,0.11,1
0.27,0.09,0.27,0.15,0.26,0.15,0.24,0.2,0.23,0.23,0.29,0.15,0.3,0.2,0.32,0.23,0.26,0.25,0.26,0.35,0.26,0.44,0.28,0.25,0.28,0.35,0.28,0.44,0.27,0.09,0.27,0.09,0.26,0.1,0.28,0.1,1
0.27,0.08,0.27,0.14,0.26,0.14,0.24,0.17,0.22,0.21,0.29,0.14,0.31,0.19,0.32,0.21,0.26,0.24,0.26,0.34,0.26,0.42,0.28,0.24,0.28,0.34,0.28,0.42,0.27,0.08,0.27,0.08,0.26,0.09,0.28,0.09,1
0.27,0.08,0.27,0.13,0.25,0.13,0.23,0.16,0.21,0.17,0.29,0.13,0.31,0.16,0.34,0.17,0.26,0.24,0.26,0.33,0.26,0.41,0.28,0.24,0.28,0.33,0.29,0.41,0.27,0.07,0.27,0.07,0.26,0.08,0.28,0.08,1
0.27,0.07,0.27,0.12,0.25,0.12,0.23,0.14,0.2,0.13,0.29,0.12,0.32,0.14,0.35,0.13,0.26,0.23,0.26,0.32,0.26,0.41,0.28,0.23,0.29,0.33,0.29,0.41,0.27,0.07,0.27,0.07,0.26,0.08,0.28,0.08,1
0.27,0.07,0.27,0.12,0.25,0.12,0.23,0.13,0.2,0.1,0.29,0.12,0.32,0.13,0.34,0.1,0.26,0.23,0.26,0.32,0.25,0.4,0.28,0.23,0.29,0.32,0.29,0.4,0.27,0.07,0.27,0.07,0.26,0.08,0.28,0.08,1
0.27,0.07,0.27,0.12,0.26,0.12,0.22,0.11,0.2,0.08,0.29,0.12,0.32,0.12,0.34,0.07,0.26,0.23,0.26,0.32,0.24,0.4,0.28,0.23,0.29,0.33,0.3,0.41,0.27,0.07,0.27,0.07,0.26,0.08,0.28,0.08,1
0.27,0.08,0.27,0.12,0.26,0.12,0.23,0.1,0.21,0.06,0.29,0.12,0.32,0.11,0.32,0.07,0.26,0.23,0.25,0.33,0.24,0.41,0.28,0.23,0.29,0.33,0.31,0.41,0.27,0.07,0.27,0.07,0.26,0.09,0.28,0.09,1
0.27,0.08,0.27,0.13,0.26,0.13,0.23,0.1,0.23,0.04,0.29,0.13,0.31,0.1,0.31,0.04,0.26,0.24,0.25,0.34,0.24,0.42,0.28,0.24,0.3,0.34,0.31,0.42,0.27,0.08,0.27,0.08,0.26,0.09,0.28,0.09,1
0.27,0.09,0.27,0.14,0.26,0.14,0.23,0.09,0.24,0.04,0.29,0.14,0.31,0.09,0.3,0.04,0.26,0.26,0.24,0.35,0.23,0.42,0.28,0.26,0.3,0.35,0.31,0.44,0.27,0.09,0.27,0.09,0.26,0.1,0.28,0.1,1
0.27,0.11,0.27,0.15,0.26,0.15,0.24,0.1,0.25,0.06,0.29,0.15,0.3,0.1,0.29,0.06,0.26,0.27,0.24,0.36,0.23,0.44,0.28,0.27,0.31,0.35,0.31,0.44,0.27,0.1,0.27,0.1,0.26,0.11,0.28,0.12,1
0.27,0.11,0.27,0.16,0.26,0.16,0.24,0.1,0.26,0.06,0.29,0.15,0.3,0.1,0.29,0.06,0.26,0.28,0.24,0.36,0.23,0.44,0.29,0.28,0.31,0.36,0.31,0.44,0.27,0.11,0.27,0.11,0.26,0.12,0.28,0.12,1
0.27,0.12,0.27,0.16,0.26,0.16,0.24,0.1,0.26,0.06,0.29,0.15,0.3,0.1,0.29,0.06,0.26,0.27,0.24,0.36,0.23,0.44,0.29,0.28,0.31,0.36,0.31,0.44,0.27,0.11,0.27,0.11,0.26,0.12,0.28,0.12,1
0.27,0.11,0.27,0.15,0.26,0.15,0.24,0.1,0.24,0.06,0.29,0.15,0.31,0.1,0.29,0.06,0.26,0.27,0.24,0.35,0.23,0.44,0.29,0.27,0.31,0.36,0.31,0.44,0.27,0.1,0.27,0.1,0.26,0.11,0.28,0.11,1
0.27,0.1,0.27,0.14,0.26,0.14,0.23,0.1,0.23,0.06,0.29,0.14,0.31,0.1,0.31,0.06,0.26,0.25,0.24,0.34,0.23,0.42,0.28,0.25,0.3,0.35,0.31,0.42,0.27,0.09,0.27,0.09,0.26,0.1,0.28,0.1,1
0.27,0.09,0.27,0.13,0.26,0.13,0.23,0.11,0.21,0.06,0.29,0.13,0.32,0.11,0.32,0.06,0.26,0.24,0.25,0.33,0.24,0.41,0.28,0.24,0.29,0.33,0.31,0.41,0.27,0.08,0.27,0.08,0.26,0.09,0.28,0.09,1
0.27,0.08,0.27,0.12,0.25,0.12,0.22,0.12,0.21,0.08,0.29,0.12,0.32,0.12,0.34,0.07,0.26,0.23,0.26,0.33,0.24,0.41,0.28,0.23,0.29,0.33,0.3,0.41,0.27,0.07,0.27,0.07,0.26,0.08,0.28,0.08,1
0.27,0.07,0.27,0.12,0.25,0.12,0.22,0.13,0.2,0.1,0.29,0.12,0.32,0.13,0.34,0.1,0.26,0.23,0.26,0.32,0.25,0.4,0.28,0.23,0.29,0.32,0.29,0.4,0.27,0.07,0.27,0.07,0.26,0.08,0.28,0.08,1
0.27,0.07,0.27,0.12,0.25,0.12,0.23,0.15,0.21,0.14,0.29,0.12,0.32,0.14,0.35,0.13,0.26,0.22,0.26,0.32,0.26,0.4,0.28,0.22,0.29,0.32,0.29,0.41,0.27,0.06,0.27,0.06,0.26,0.08,0.28,0.08,1
0.27,0.07,0.27,0.12,0.25,0.12,0.23,0.16,0.21,0.17,0.29,0.12,0.31,0.16,0.34,0.17,0.26,0.23,0.26,0.32,0.26,0.41,0.28,0.23,0.28,0.32,0.29,0.41,0.27,0.07,0.27,0.07,0.26,0.08,0.28,0.08,1
0.27,0.07,0.27,0.13,0.25,0.13,0.24,0.17,0.23,0.21,0.29,0.13,0.31,0.17,0.32,0.21,0.26,0.23,0.26,0.33,0.26,0.41,0.28,0.23,0.28,0.33,0.28,0.42,0.27,0.07,0.27,0.07,0.26,0.08,0.28,0.08,1
0.27,0.08,0.27,0.14,0.26,0.14,0.24,0.2,0.24,0.23,0.29,0.14,0.3,0.2,0.31,0.24,0.26,0.24,0.26,0.34,0.26,0.42,0.28,0.24,0.28,0.34,0.28,0.42,0.27,0.08,0.27,0.08,0.26,0.09,0.28,0.09,1
0.27,0.09,0.27,0.15,0.26,0.15,0.25,0.21,0.24,0.25,0.29,0.15,0.29,0.21,0.3,0.26,0.26,0.25,0.26,0.35,0.27,0.44,0.28,0.25,0.28,0.35,0.28,0.44,0.27,0.09,0.27,0.09,0.26,0.1,0.28,0.1,1
0.27,0.1,0.27,0.16,0.26,0.16,0.25,0.22,0.25,0.27,0.29,0.16,0.29,0.22,0.29,0.26,0.26,0.26,0.27,0.36,0.27,0.44,0.28,0.26,0.28,0.36,0.27,0.44,0.27,0.1,0.27,0.1,0.26,0.11,0.28,0.11,1
0.27,0.11,0.27,0.16,0.26,0.16,0.25,0.22,0.24,0.27,0.29,0.16,0.29,0.22,0.3,0.27,0.26,0.26,0.27,0.36,0.27,0.44,0.28,0.26,0.28,0.36,0.28,0.44,0.27,0.1,0.27,0.1,0.26,0.11,0.28,0.11,1
0.27,0.1,0.27,0.16,0.26,0.16,0.24,0.21,0.24,0.25,0.29,0.16,0.3,0.22,0.31,0.25,0.26,0.26,0.26,0.35,0.27,0.44,0.29,0.26,0.28,0.35,0.28,0.44,0.27,0.1,0.27,0.1,0.26,0.11,0.28,0.11,1
0.27,0.09,0.27,0.15,0.26,0.15,0.24,0.2,0.23,0.22,0.29,0.15,0.3,0.2,0.32,0.22,0.26,0.25,0.26,0.34,0.27,0.42,0.29,0.25,0.28,0.34,0.28,0.42,0.27,0.09,0.27,0.09,0.26,0.1,0.28,0.1,1
0.27,0.08,0.27,0.14,0.26,0.14,0.24,0.17,0.22,0.2,0.29,0.14,0.31,0.17,0.33,0.19,0.26,0.24,0.26,0.34,0.26,0.42,0.29,0.24,0.28,0.34,0.29,0.42,0.27,0.08,0.27,0.08,0.26,0.09,0.28,0.09,1
0.27,0.08,0.27,0.13,0.26,0.13,0.23,0.16,0.21,0.16,0.29,0.13,0.32,0.16,0.34,0.15,0.26,0.23,0.26,0.33,0.26,0.41,0.29,0.23,0.29,0.33,0.29,0.41,0.27,0.07,0.27,0.08,0.26,0.09,0.28,0.09,1
0.27,0.08,0.27,0.12,0.26,0.12,0.23,0.14,0.21,0.13,0.29,0.12,0.32,0.14,0.34,0.12,0.26,0.23,0.26,0.32,0.26,0.41,0.29,0.23,0.29,0.33,0.29,0.4,0.27,0.07,0.27,0.07,0.26,0.08,0.28,0.08,1
0.27,0.08,0.27,0.12,0.26,0.12,0.23,0.13,0.2,0.09,0.29,0.12,0.32,0.12,0.34,0.08,0.26,0.23,0.26,0.32,0.25,0.41,0.29,0.23,0.29,0.32,0.3,0.41,0.27,0.07,0.27,0.07,0.26,0.08,0.28,0.08,1
0.27,0.08,0.27,0.13,0.26,0.13,0.23,0.11,0.21,0.07,0.29,0.12,0.32,0.11,0.33,0.07,0.26,0.23,0.26,0.33,0.24,0.41,0.29,0.23,0.29,0.33,0.31,0.41,0.27,0.07,0.27,0.07,0.26,0.09,0.28,0.08,1
0.27,0.08,0.27,0.13,0.26,0.13,0.23,0.1,0.23,0.06,0.29,0.13,0.32,0.1,0,0,0.26,0.24,0.25,0.33,0.24,0.41,0.29,0.24,0.3,0.33,0.31,0.42,0.27,0.08,0.27,0.08,0.26,0.09,0.28,0.09,1
0.27,0.09,0.27,0.14,0.26,0.14,0.23,0.09,0.24,0.04,0.29,0.14,0.31,0.09,0.3,0.04,0.26,0.25,0.25,0.34,0.24,0.42,0.29,0.25,0.31,0.34,0.31,0.42,0.27,0.09,0.27,0.09,0.26,0.1,0.28,0.1,1
0.27,0.1,0.27,0.15,0.26,0.15,0.24,0.1,0.25,0.04,0.29,0.15,0.31,0.09,0.29,0.06,0.26,0.26,0.24,0.35,0.24,0.44,0.29,0.26,0.31,0.35,0.31,0.44,0.27,0.1,0.27,0.1,0.26,0.11,0.28,0.11,1
0.27,0.11,0.27,0.16,0.26,0.16,0.24,0.1,0.26,0.07,0.29,0.16,0.3,0.1,0.29,0.06,0.26,0.27,0.24,0.36,0.24,0.44,0.29,0.27,0.31,0.35,0.31,0.44,0.27,0.11,0.27,0.11,0.26,0.12,0.28,0.12,1
0.27,0.12,0.27,0.16,0.26,0.16,0.24,0.11,0.26,0.07,0.29,0.16,0.3,0.11,0.29,0.07,0.26,0.28,0.24,0.36,0.24,0.44,0.29,0.28,0.31,0.36,0.31,0.44,0.27,0.12,0.27,0.12,0.26,0.13,0.28,0.13,1
0.27,0.11,0.27,0.16,0.26,0.16,0.24,0.11,0.26,0.07,0.29,0.15,0.3,0.1,0.29,0.07,0.26,0.27,0.24,0.36,0.24,0.44,0.29,0.27,0.31,0.36,0.31,0.44,0.27,0.11,0.27,0.11,0.26,0.12,0.28,0.12,1
0.27,0.1,0.27,0.15,0.26,0.15,0.24,0.11,0.24,0.06,0.29,0.15,0.31,0.1,0.3,0.06,0.26,0.26,0.25,0.35,0.24,0.42,0.29,0.26,0.31,0.35,0.31,0.42,0.27,0.1,0.27,0.1,0.26,0.11,0.28,0.11,1
0.27,0.09,0.27,0.14,0.26,0.14,0.23,0.11,0.23,0.06,0.29,0.14,0.32,0.1,0.32,0.06,0.26,0.25,0.25,0.34,0.24,0.42,0.29,0.25,0.3,0.34,0.31,0.42,0.27,0.09,0.27,0.09,0.26,0.1,0.28,0.1,1
0.27,0.08,0.27,0.13,0.26,0.13,0.23,0.12,0.22,0.08,0.29,0.13,0.32,0.11,0.33,0.06,0.26,0.24,0.26,0.33,0.24,0.41,0.29,0.24,0.29,0.33,0.31,0.41,0.27,0.08,0.27,0.08,0.26,0.09,0.28,0.09,1
0.27,0.08,0.27,0.12,0.26,0.12,0.23,0.13,0.21,0.1,0.29,0.12,0.32,0.12,0.34,0.08,0.26,0.23,0.26,0.32,0.25,0.41,0.29,0.23,0.29,0.33,0.3,0.4,0.27,0.07,0.27,0.07,0.26,0.09,0.28,0.09,1
0.27,0.07,0.27,0.12,0.26,0.12,0.23,0.15,0.21,0.13,0.29,0.12,0.32,0.14,0.34,0.11,0.26,0.23,0.26,0.32,0.26,0.41,0.29,0.23,0.29,0.32,0.29,0.41,0.27,0.07,0.27,0.07,0.26,0.08,0.28,0.08,1
0.27,0.07,0.27,0.12,0.26,0.12,0.23,0.16,0.21,0.17,0.29,0.12,0.31,0.15,0.34,0.15,0.26,0.23,0.26,0.32,0.26,0.41,0.28,0.23,0.29,0.32,0.29,0.41,0.27,0.07,0.27,0.07,0.26,0.08,0.28,0.08,1
0.27,0.08,0.27,0.13,0.26,0.13,0.24,0.17,0.23,0.2,0.29,0.13,0.31,0.17,0.33,0.19,0.26,0.23,0.26,0.33,0.26,0.41,0.28,0.23,0.28,0.33,0.29,0.41,0.27,0.07,0.27,0.07,0.26,0.08,0.28,0.08,1
0.27,0.08,0.27,0.13,0.26,0.14,0.24,0.19,0.24,0.23,0.29,0.13,0.3,0.19,0.31,0.22,0.26,0.24,0.26,0.33,0.27,0.42,0.28,0.24,0.28,0.33,0.28,0.42,0.27,0.08,0.27,0.08,0.26,0.09,0.28,0.09,1
0.27,0.09,0.27,0.15,0.26,0.15,0.25,0.21,0.24,0.25,0.29,0.14,0.29,0.2,0.3,0.25,0.26,0.25,0.26,0.34,0.27,0.42,0.28,0.25,0.28,0.34,0.28,0.44,0.27,0.09,0.27,0.09,0.26,0.1,0.28,0.1,1
0.27,0.1,0.27,0.16,0.26,0.16,0.25,0.22,0.25,0.27,0.29,0.16,0.29,0.21,0.29,0.26,0.26,0.26,0.26,0.35,0.27,0.44,0.28,0.26,0.28,0.35,0.28,0.44,0.27,0.1,0.27,0.1,0.26,0.11,0.28,0.11,1
0.27,0.11,0.27,0.16,0.26,0.16,0.25,0.22,0.24,0.27,0.29,0.16,0.29,0.22,0.3,0.26,0.26,0.26,0.26,0.35,0.27,0.44,0.28,0.26,0.28,0.35,0.27,0.44,0.27,0.1,0.27,0.1,0.26,0.11,0.28,0.11,1
0.27,0.11,0.27,0.16,0.26,0.16,0.24,0.21,0,0,0.29,0.16,0.3,0.21,0.31,0.25,0.26,0.26,0.26,0.35,0.27,0.44,0.28,0.26,0.28,0.35,0.28,0.44,0.27,0.1,0.27,0.1,0.26,0.11,0.28,0.11,1
0.27,0.1,0.27,0.15,0.26,0.15,0.24,0.2,0.23,0.23,0.29,0.15,0.3,0.2,0.32,0.22,0.26,0.25,0.26,0.34,0.26,0.42,0.28,0.25,0.28,0.35,0.28,0.42,0.27,0.09,0.27,0.09,0.26,0.1,0.28,0.1,1
0.27,0.09,0.27,0.14,0.26,0.14,0.24,0.19,0.22,0.21,0.29,0.14,0.31,0.17,0.33,0.2,0.26,0.24,0.26,0.34,0.26,0.42,0.28,0.24,0.28,0.34,0.28,0.42,0.27,0.08,0.27,0.08,0.26,0.1,0.28,0.09,1
0.27,0.08,0.27,0.13,0.26,0.13,0.23,0.16,0.21,0.17,0.29,0.13,0.32,0.16,0.34,0.15,0.26,0.24,0.26,0.33,0.26,0.41,0.28,0.23,0.28,0.33,0.29,0.41,0.27,0.08,0.27,0.08,0.26,0.09,0.28,0.09,1
0.27,0.08,0.27,0.13,0.26,0.13,0.23,0.15,0.2,0.14,0.29,0.13,0.32,0.14,0.35,0.13,0.26,0.23,0.26,0.33,0.25,0.41,0.28,0.23,0.29,0.33,0.29,0.41,0.27,0.08,0.27,0.08,0.26,0.09,0.28,0.09,1
0.27,0.08,0.27,0.13,0.26,0.13,0.23,0.14,0.21,0.12,0.29,0.13,0.32,0.13,0.34,0.09,0.26,0.23,0.26,0.33,0.25,0.4,0.28,0.23,0.29,0.33,0.3,0.4,0.27,0.08,0.27,0.08,0.26,0.09,0.28,0.09,1
0.27,0.08,0.27,0.13,0.26,0.13,0.23,0.12,0.21,0.09,0.29,0.13,0.32,0.11,0.33,0.07,0.26,0.24,0.25,0.33,0.24,0.41,0.28,0.24,0.29,0.33,0.3,0.41,0.27,0.08,0.27,0.08,0.26,0.09,0.28,0.09,1
0.27,0.09,0.27,0.14,0.26,0.14,0.23,0.12,0.22,0.07,0.29,0.14,0.32,0.11,0.32,0.06,0.26,0.24,0.25,0.34,0.24,0.41,0.28,0.24,0.29,0.33,0.31,0.41,0.27,0.09,0.27,0.09,0.26,0.1,0.28,0.1,1
0.27,0.1,0.27,0.14,0.26,0.14,0.23,0.11,0.23,0.06,0.29,0.14,0.31,0.1,0.31,0.06,0.26,0.26,0.24,0.34,0.24,0.42,0.28,0.26,0.3,0.35,0.31,0.42,0.27,0.1,0.27,0.1,0.26,0.11,0.28,0.11,1
